angelsdemons,337.0
angelsdemons,169.0
angelsdemons,-3.0
angelsdemons,-1.0
angelsdemons,246.0
angelsdemons,161.0
angelsdemons,404.0
angelsdemons,-10.0
angelsdemons,-1.0
angelsdemons,144.0
angelsdemons,-26.0
angelsdemons,-26.0
angelsdemons,380.0
angelsdemons,-10.0
angelsdemons,-26.0
angelsdemons,154.0
angelsdemons,354.0
angelsdemons,162.0
angelsdemons,-6.0
angelsdemons,168.0
angelsdemons,-21.0
angelsdemons,385.0
angelsdemons,221.0
angelsdemons,3.0
angelsdemons,242.0
angelsdemons,-8.0
angelsdemons,-15.0
angelsdemons,-21.0
angelsdemons,316.0
angelsdemons,-4.0
angelsdemons,-26.0
angelsdemons,385.0
angelsdemons,421.0
angelsdemons,171.0
angelsdemons,156.0
angelsdemons,161.0
angelsdemons,-6.0
angelsdemons,-31.0
angelsdemons,-16.0
angelsdemons,431.0
angelsdemons,221.0
angelsdemons,-21.0
angelsdemons,375.0
angelsdemons,421.0
angelsdemons,-15.0
angelsdemons,-6.0
angelsdemons,169.0
angelsdemons,139.0
angelsdemons,2.0
angelsdemons,-21.0
angelsdemons,-10.0
angelsdemons,-15.0
angelsdemons,-8.0
angelsdemons,390.0
angelsdemons,385.0
angelsdemons,150.0
angelsdemons,157.0
angelsdemons,144.0
angelsdemons,4.0
angelsdemons,322.0
angelsdemons,-14.0
angelsdemons,236.0
angelsdemons,-26.0
angelsdemons,-1.0
angelsdemons,397.0
angelsdemons,379.0
angelsdemons,154.0
angelsdemons,-26.0
angelsdemons,-26.0
angelsdemons,-11.0
angelsdemons,-6.0
angelsdemons,-9.0
angelsdemons,-31.0
angelsdemons,-10.0
angelsdemons,178.0
angelsdemons,232.0
angelsdemons,-6.0
angelsdemons,-1.0
angelsdemons,342.0
angelsdemons,247.0
angelsdemons,-9.0
angelsdemons,-25.0
angelsdemons,424.0
angelsdemons,316.0
angelsdemons,309.0
angelsdemons,262.0
angelsdemons,-13.0
angelsdemons,324.0
angelsdemons,157.0
angelsdemons,-8.0
angelsdemons,-1.0
angelsdemons,-20.0
angelsdemons,-9.0
angelsdemons,309.0
angelsdemons,-21.0
angelsdemons,390.0
angelsdemons,160.0
angelsdemons,156.0
angelsdemons,175.0
angelsdemons,-20.0
angelsdemons,-6.0
angelsdemons,156.0
angelsdemons,-16.0
angelsdemons,144.0
angelsdemons,4.0
angelsdemons,-1.0
angelsdemons,144.0
angelsdemons,-9.0
angelsdemons,151.0
angelsdemons,-6.0
angelsdemons,-13.0
angelsdemons,156.0
angelsdemons,-6.0
angelsdemons,334.0
angelsdemons,222.0
angelsdemons,172.0
angelsdemons,169.0
angelsdemons,171.0
angelsdemons,-10.0
angelsdemons,189.0
angelsdemons,-26.0
angelsdemons,-20.0
angelsdemons,173.0
angelsdemons,5.0
angelsdemons,-1.0
angelsdemons,-4.0
angelsdemons,156.0
angelsdemons,341.0
angelsdemons,149.0
angelsdemons,-19.0
angelsdemons,-21.0
angelsdemons,415.0
angelsdemons,145.0
angelsdemons,166.0
angelsdemons,-10.0
angelsdemons,162.0
angelsdemons,4.0
angelsdemons,321.0
angelsdemons,74.0
angelsdemons,-21.0
angelsdemons,390.0
angelsdemons,-6.0
angelsdemons,-1.0
angelsdemons,-8.0
angelsdemons,-31.0
angelsdemons,-26.0
angelsdemons,344.0
angelsdemons,319.0
angelsdemons,163.0
angelsdemons,180.0
angelsdemons,149.0
angelsdemons,175.0
angelsdemons,4.0
angelsdemons,50.0
angelsdemons,-6.0
angelsdemons,-16.0
angelsdemons,-13.0
angelsdemons,-13.0
angelsdemons,-14.0
angelsdemons,144.0
angelsdemons,-8.0
angelsdemons,-31.0
angelsdemons,-2.0
angelsdemons,-21.0
angelsdemons,-1.0
angelsdemons,200.0
angelsdemons,139.0
angelsdemons,332.0
angelsdemons,342.0
angelsdemons,-6.0
angelsdemons,157.0
angelsdemons,139.0
angelsdemons,398.0
angelsdemons,304.0
angelsdemons,360.0
angelsdemons,-6.0
angelsdemons,-10.0
angelsdemons,-21.0
angelsdemons,-26.0
angelsdemons,379.0
angelsdemons,-26.0
angelsdemons,319.0
angelsdemons,144.0
angelsdemons,316.0
angelsdemons,101.0
angelsdemons,-1.0
angelsdemons,144.0
angelsdemons,324.0
angelsdemons,319.0
angelsdemons,408.0
angelsdemons,-8.0
angelsdemons,144.0
angelsdemons,233.0
angelsdemons,329.0
angelsdemons,336.0
angelsdemons,-10.0
angelsdemons,-15.0
angelsdemons,177.0
angelsdemons,-6.0
angelsdemons,-21.0
angelsdemons,-8.0
angelsdemons,309.0
angelsdemons,304.0
angelsdemons,-10.0
angelsdemons,330.0
angelsdemons,-1.0
angelsdemons,-9.0
angelsdemons,380.0
angelsdemons,166.0
angelsdemons,-31.0
angelsdemons,-26.0
angelsdemons,-13.0
angelsdemons,329.0
angelsdemons,0.0
angelsdemons,183.0
angelsdemons,242.0
angelsdemons,-31.0
angelsdemons,366.0
angelsdemons,151.0
angelsdemons,-8.0
angelsdemons,89.0
angelsdemons,319.0
angelsdemons,144.0
angelsdemons,324.0
angelsdemons,-13.0
angelsdemons,380.0
angelsdemons,-1.0
angelsdemons,308.0
angelsdemons,-14.0
angelsdemons,-21.0
angelsdemons,156.0
angelsdemons,-16.0
angelsdemons,319.0
angelsdemons,309.0
angelsdemons,-15.0
angelsdemons,-19.0
angelsdemons,149.0
angelsdemons,-14.0
angelsdemons,-6.0
angelsdemons,-13.0
angelsdemons,-1.0
angelsdemons,-8.0
angelsdemons,-1.0
angelsdemons,-26.0
angelsdemons,324.0
angelsdemons,235.0
angelsdemons,149.0
angelsdemons,398.0
angelsdemons,-21.0
angelsdemons,-1.0
angelsdemons,324.0
angelsdemons,-16.0
angelsdemons,-8.0
angelsdemons,-10.0
angelsdemons,-10.0
angelsdemons,334.0
angelsdemons,-10.0
angelsdemons,385.0
angelsdemons,-15.0
angelsdemons,-26.0
angelsdemons,325.0
angelsdemons,-8.0
angelsdemons,-7.0
angelsdemons,-31.0
angelsdemons,-10.0
angelsdemons,-2.0
angelsdemons,293.0
angelsdemons,145.0
angelsdemons,415.0
angelsdemons,-9.0
angelsdemons,-13.0
angelsdemons,-20.0
angelsdemons,385.0
angelsdemons,235.0
angelsdemons,290.0
angelsdemons,150.0
angelsdemons,-21.0
angelsdemons,-26.0
angelsdemons,-26.0
angelsdemons,149.0
angelsdemons,-6.0
angelsdemons,-14.0
angelsdemons,-11.0
angelsdemons,-8.0
angelsdemons,170.0
angelsdemons,402.0
angelsdemons,329.0
angelsdemons,176.0
angelsdemons,4.0
angelsdemons,350.0
angelsdemons,-9.0
angelsdemons,1.0
angelsdemons,154.0
angelsdemons,346.0
angelsdemons,145.0
angelsdemons,-2.0
angelsdemons,349.0
angelsdemons,150.0
angelsdemons,-16.0
angelsdemons,172.0
angelsdemons average score,121.24666666666667
averageScore = 121.24666666666667
